"","jvm","gcc","gc","benchmark","category","rtINT","rtHS","ratio"
"670","j10","GCC6","G1GC","scala-kmeans","scala",158.480121727789,7.873533531,20.1282081423563
"671","j10","GCC6","G1GC","scala-stm-bench7","scala",193.739185614,15.528697988,12.476202819046
"672","j10","GCC6","G1GC","scrabble","functional",137.58236780045,12.124335527,11.3476212773941
"673","j10","GCC6","PGC","akka-uct","concurrency",1243.74011973875,60.905212494,20.4209142175027
"674","j10","GCC6","PGC","chi-square","apache",1140.2518340416,54.800546051,20.8073078866847
"675","j10","GCC6","PGC","db-shootout","database",2529.30228693025,184.668649052,13.6964357508135
"676","j10","GCC6","PGC","dec-tree","apache",503.37563758635,73.321399597,6.86533045404313
"677","j10","GCC6","PGC","dotty","scala",384.32069292895,69.646139218,5.5181909183219
"678","j10","GCC6","PGC","finagle-chirper","web",307.1009735176,49.800053252,6.16667962107584
"679","j10","GCC6","PGC","finagle-http","web",194.0897881141,47.656492585,4.07268301937919
"680","j10","GCC6","PGC","fj-kmeans","concurrency",517.85810172965,28.631581053,18.0869544287841
"681","j10","GCC6","PGC","future-genetic","functional",145.4272180346,13.726703254,10.5944752606364
"682","j10","GCC6","PGC","gauss-mix","apache",964.91515177525,49.106604857,19.6493965442146
"683","j10","GCC6","PGC","log-regression","apache",541.3028401606,73.917682937,7.3230493523715
"684","j10","GCC6","PGC","mnemonics","functional",981.2848196344,24.155285041,40.6240215327128
"685","j10","GCC6","PGC","movie-lens","apache",995.3193622676,107.415596229,9.26606002489315
"686","j10","GCC6","PGC","naive-bayes","apache",3214.86113684045,201.843264874,15.9275125620234
"687","j10","GCC6","PGC","neo4j-analytics","database",3980.64274080475,277.220595543,14.3591161869043
"688","j10","GCC6","PGC","page-rank","apache",1685.5111508797,199.555405529,8.44633171630501
"689","j10","GCC6","PGC","par-mnemonics","functional",815.74030947575,20.697513119,39.412479402026
"690","j10","GCC6","PGC","philosophers","scala",459.8645102435,12.940186279,35.5377040429311
"691","j10","GCC6","PGC","reactors","concurrency",1798.5567231039,83.092553079,21.6452215807345
"692","j10","GCC6","PGC","rx-scrabble","functional",97.9535955967,10.975801042,8.92450539344425
"693","j10","GCC6","PGC","scala-doku","scala",630.576903293,39.484971536,15.9700483187148
"694","j10","GCC6","PGC","scala-kmeans","scala",156.602311687667,7.822200241,20.0202381507491
"695","j10","GCC6","PGC","scala-stm-bench7","scala",195.7385239857,15.51308472,12.6176403673827
"696","j10","GCC6","PGC","scrabble","functional",136.85130405575,11.461185413,11.9404144618867
"697","j10","GCC6","SGC","akka-uct","concurrency",1246.853966222,85.965073113,14.5041924710868
"698","j10","GCC6","SGC","chi-square","apache",1142.17771316335,60.999605309,18.724345958921
"699","j10","GCC6","SGC","db-shootout","database",2533.2472520692,179.933388422,14.0788059085952
"700","j10","GCC6","SGC","dec-tree","apache",499.9742325562,70.846633042,7.05713470193849
"701","j10","GCC6","SGC","dotty","scala",387.3707466371,71.653965375,5.4061313230859
"702","j10","GCC6","SGC","finagle-chirper","web",308.72678401305,50.389346731,6.12682648300972
"703","j10","GCC6","SGC","finagle-http","web",193.33784664785,47.669330341,4.05581209689371
"704","j10","GCC6","SGC","fj-kmeans","concurrency",527.4035801939,26.917471383,19.5933552854815
"705","j10","GCC6","SGC","future-genetic","functional",146.2550884361,13.596587668,10.7567495615327
"706","j10","GCC6","SGC","gauss-mix","apache",965.9540307674,46.145836978,20.9326364852352
"707","j10","GCC6","SGC","log-regression","apache",536.7690018344,72.533389598,7.40030218923066
"708","j10","GCC6","SGC","mnemonics","functional",982.2828996121,24.596110538,39.9365134619359
"709","j10","GCC6","SGC","movie-lens","apache",1005.92887445815,107.943742936,9.3190105058203
"710","j10","GCC6","SGC","naive-bayes","apache",3237.72858398875,234.278862428,13.8199773997272
"711","j10","GCC6","SGC","neo4j-analytics","database",3889.5418084061,214.679963937,18.1178612902484
"712","j10","GCC6","SGC","page-rank","apache",1652.4070111803,164.635856617,10.0367383213753
"713","j10","GCC6","SGC","par-mnemonics","functional",806.94938638305,20.930007164,38.5546636491849
"714","j10","GCC6","SGC","philosophers","scala",462.7597361734,13.489459448,34.3052839112846
"715","j10","GCC6","SGC","reactors","concurrency",1808.57948026915,89.390398374,20.2323685000513
"716","j10","GCC6","SGC","rx-scrabble","functional",98.1340738735,11.223957806,8.74326824545263
"717","j10","GCC6","SGC","scala-doku","scala",627.62503829115,43.11593023,14.5566855439071
"718","j10","GCC6","SGC","scala-kmeans","scala",157.956565280056,7.848212311,20.1264388654044
"719","j10","GCC6","SGC","scala-stm-bench7","scala",196.6785891444,17.274335509,11.3855950662721
"720","j10","GCC6","SGC","scrabble","functional",137.4234702011,11.88610185,11.561693811424
"721","j10","GCC7","CGC","akka-uct","concurrency",1198.6183248311,94.589669492,12.6717677656382
"722","j10","GCC7","CGC","chi-square","apache",1109.6388423468,62.134390916,17.8586902677928
"723","j10","GCC7","CGC","db-shootout","database",2323.78719549705,213.363372347,10.8912189094846
"724","j10","GCC7","CGC","dec-tree","apache",478.5837525645,77.09040577,6.20808449228247
"725","j10","GCC7","CGC","dotty","scala",384.70013126185,69.116452483,5.56597043745079
"726","j10","GCC7","CGC","finagle-chirper","web",305.01461213745,49.414685236,6.17254993491769
"727","j10","GCC7","CGC","finagle-http","web",193.4054039909,46.06867667,4.19819751664032
"728","j10","GCC7","CGC","fj-kmeans","concurrency",515.0559050685,32.443328249,15.8755569439574
"729","j10","GCC7","CGC","future-genetic","functional",145.4384095709,13.387327504,10.8638867262674
"730","j10","GCC7","CGC","gauss-mix","apache",922.527586771,63.609083058,14.5030794726253
"731","j10","GCC7","CGC","log-regression","apache",484.35670276395,59.522895095,8.13731761519504
"732","j10","GCC7","CGC","mnemonics","functional",980.3126141828,26.042688415,37.6425274749347
"733","j10","GCC7","CGC","movie-lens","apache",947.168791867,119.691602775,7.91341054766822
"734","j10","GCC7","CGC","naive-bayes","apache",3068.59315283835,171.179997646,17.9261198448209
"735","j10","GCC7","CGC","neo4j-analytics","database",3835.4498471688,197.444493425,19.4254586726457
"736","j10","GCC7","CGC","page-rank","apache",1603.7754352178,134.737012784,11.9030057300502
"737","j10","GCC7","CGC","par-mnemonics","functional",809.79646623095,23.176968127,34.9397065998282
"738","j10","GCC7","CGC","philosophers","scala",463.4294788608,12.893704625,35.9423061361467
"739","j10","GCC7","CGC","reactors","concurrency",1807.44880340265,89.432508915,20.2101990129844
"740","j10","GCC7","CGC","rx-scrabble","functional",97.27613058435,10.925007181,8.90398779357562
"741","j10","GCC7","CGC","scala-doku","scala",624.85104082785,33.282299377,18.7742749907375
"742","j10","GCC7","CGC","scala-kmeans","scala",154.0021313922,7.892846164,19.5116093982191
"743","j10","GCC7","CGC","scala-stm-bench7","scala",180.063247905,15.64098582,11.5122697493117
"744","j10","GCC7","CGC","scrabble","functional",120.54315977855,11.716115371,10.2886627488255
"745","j10","GCC7","CPGC","akka-uct",NA,NA,NA,NA
"746","j10","GCC7","CPGC","chi-square",NA,NA,NA,NA
"747","j10","GCC7","CPGC","db-shootout",NA,NA,NA,NA
"748","j10","GCC7","CPGC","dec-tree",NA,NA,NA,NA
"749","j10","GCC7","CPGC","dotty",NA,NA,NA,NA
"750","j10","GCC7","CPGC","finagle-chirper",NA,NA,NA,NA
"751","j10","GCC7","CPGC","finagle-http",NA,NA,NA,NA
"752","j10","GCC7","CPGC","fj-kmeans",NA,NA,NA,NA
"753","j10","GCC7","CPGC","future-genetic",NA,NA,NA,NA
"754","j10","GCC7","CPGC","gauss-mix",NA,NA,NA,NA
"755","j10","GCC7","CPGC","log-regression",NA,NA,NA,NA
"756","j10","GCC7","CPGC","mnemonics",NA,NA,NA,NA
"757","j10","GCC7","CPGC","movie-lens",NA,NA,NA,NA
"758","j10","GCC7","CPGC","naive-bayes",NA,NA,NA,NA
"759","j10","GCC7","CPGC","neo4j-analytics",NA,NA,NA,NA
"760","j10","GCC7","CPGC","page-rank",NA,NA,NA,NA
"761","j10","GCC7","CPGC","par-mnemonics",NA,NA,NA,NA
"762","j10","GCC7","CPGC","philosophers",NA,NA,NA,NA
"763","j10","GCC7","CPGC","reactors",NA,NA,NA,NA
"764","j10","GCC7","CPGC","rx-scrabble",NA,NA,NA,NA
"765","j10","GCC7","CPGC","scala-doku",NA,NA,NA,NA
"766","j10","GCC7","CPGC","scala-kmeans",NA,NA,NA,NA
"767","j10","GCC7","CPGC","scala-stm-bench7",NA,NA,NA,NA
"768","j10","GCC7","CPGC","scrabble",NA,NA,NA,NA
"769","j10","GCC7","G1GC","akka-uct","concurrency",1197.1898750789,96.500051036,12.406106133895
"770","j10","GCC7","G1GC","chi-square","apache",1112.63820791285,62.70216758,17.7448125137503
"771","j10","GCC7","G1GC","db-shootout","database",2302.3133346305,188.101080367,12.2397666729957
"772","j10","GCC7","G1GC","dec-tree","apache",479.0264173819,66.688458647,7.18304826802965
"773","j10","GCC7","G1GC","dotty","scala",387.8858432028,80.304594226,4.83018246890307
"774","j10","GCC7","G1GC","finagle-chirper","web",305.302744856,51.846740781,5.88856194732847
"775","j10","GCC7","G1GC","finagle-http","web",190.8355150328,49.129196788,3.88436057394312
"776","j10","GCC7","G1GC","fj-kmeans","concurrency",478.34014280315,31.380124402,15.243411296759
"777","j10","GCC7","G1GC","future-genetic","functional",144.69448722815,14.214341409,10.1794717788708
"778","j10","GCC7","G1GC","gauss-mix","apache",911.47593955435,48.096480091,18.9509905471213
"779","j10","GCC7","G1GC","log-regression","apache",480.94544579285,94.994632824,5.06286967479431
"780","j10","GCC7","G1GC","mnemonics","functional",982.04582655765,27.570267419,35.6197425158406
"781","j10","GCC7","G1GC","movie-lens","apache",944.97192662605,119.172489428,7.92944689803573
"782","j10","GCC7","G1GC","naive-bayes","apache",3008.7172484933,183.316987335,16.4126483433587
"783","j10","GCC7","G1GC","neo4j-analytics","database",3845.590881762,186.969870764,20.5679710107734
"784","j10","GCC7","G1GC","page-rank","apache",1679.7610649593,137.113803243,12.2508531251397
"785","j10","GCC7","G1GC","par-mnemonics","functional",811.4552906468,22.420358436,36.1927884856586
"786","j10","GCC7","G1GC","philosophers","scala",465.9766474183,13.525020118,34.4529356224873
"787","j10","GCC7","G1GC","reactors","concurrency",1785.6924246584,90.277207457,19.7801025857933
"788","j10","GCC7","G1GC","rx-scrabble","functional",97.12857340345,11.311725511,8.5865391013067
"789","j10","GCC7","G1GC","scala-doku","scala",631.6378698157,39.782802807,15.8771586024241
"790","j10","GCC7","G1GC","scala-kmeans","scala",156.0578782966,7.761856725,20.1057406527431
"791","j10","GCC7","G1GC","scala-stm-bench7","scala",179.1134087705,15.599983767,11.4816407148701
"792","j10","GCC7","G1GC","scrabble","functional",118.9476653048,12.365018778,9.61969144086002
"793","j10","GCC7","PGC","akka-uct","concurrency",1184.1536625494,62.685546027,18.8903780472672
"794","j10","GCC7","PGC","chi-square","apache",1105.14330841515,58.980634217,18.737392757581
"795","j10","GCC7","PGC","db-shootout","database",2333.47322131385,179.36475825,13.0096527549823
"796","j10","GCC7","PGC","dec-tree","apache",472.08328602025,67.289834811,7.01567015799952
"797","j10","GCC7","PGC","dotty","scala",384.24624205135,69.88438522,5.49831326184986
"798","j10","GCC7","PGC","finagle-chirper","web",303.83138298975,49.565003159,6.12995790628897
"799","j10","GCC7","PGC","finagle-http","web",190.93692240035,48.141403948,3.96616855226305
"800","j10","GCC7","PGC","fj-kmeans","concurrency",508.8475058631,28.112125017,18.1006418246713
"801","j10","GCC7","PGC","future-genetic","functional",145.3288375491,13.444525962,10.8095174169667
"802","j10","GCC7","PGC","gauss-mix","apache",920.8736385282,41.281561802,22.3071414532477
"803","j10","GCC7","PGC","log-regression","apache",481.7151067142,64.140016254,7.51036770565456
"804","j10","GCC7","PGC","mnemonics","functional",981.9781065909,24.168333644,40.6307741797782
"805","j10","GCC7","PGC","movie-lens","apache",940.10609850145,116.137592128,8.0947614056379
"806","j10","GCC7","PGC","naive-bayes","apache",3048.4136081728,175.229128124,17.3967287334535
"807","j10","GCC7","PGC","neo4j-analytics","database",3910.48870277345,279.558885531,13.9880680070168
"808","j10","GCC7","PGC","page-rank","apache",1655.61976595185,175.968039573,9.40863903450501
"809","j10","GCC7","PGC","par-mnemonics","functional",807.76337775415,20.79928739,38.8361083054466
"810","j10","GCC7","PGC","philosophers","scala",459.0437037765,17.583066197,26.1071475608061
"811","j10","GCC7","PGC","reactors","concurrency",1796.95596646055,80.710809655,22.2641300978354
"812","j10","GCC7","PGC","rx-scrabble","functional",97.4540401059,10.893082627,8.94641521072711
"813","j10","GCC7","PGC","scala-doku","scala",637.8329334939,34.559168987,18.4562578380814
"814","j10","GCC7","PGC","scala-kmeans","scala",154.1730209181,7.883626271,19.556104718615
"815","j10","GCC7","PGC","scala-stm-bench7","scala",180.84091864105,15.565768661,11.6178598422927
"816","j10","GCC7","PGC","scrabble","functional",117.6482215614,11.074241195,10.6235921260698
"817","j10","GCC7","SGC","akka-uct","concurrency",1205.3881790196,89.448594148,13.4757643817765
"818","j10","GCC7","SGC","chi-square","apache",1109.6057180907,55.443594238,20.0132356738553
"819","j10","GCC7","SGC","db-shootout","database",2313.6687031734,201.317211417,11.4926522520768
"820","j10","GCC7","SGC","dec-tree","apache",475.13769520315,66.548536339,7.13971668411738
"821","j10","GCC7","SGC","dotty","scala",384.9830100374,72.426782691,5.31547855273211
"822","j10","GCC7","SGC","finagle-chirper","web",305.43429901805,49.312862104,6.1938059562208
"823","j10","GCC7","SGC","finagle-http","web",192.21070365565,47.078322657,4.08278572403791
"824","j10","GCC7","SGC","fj-kmeans","concurrency",501.3829010667,28.629319375,17.5129172475027
"825","j10","GCC7","SGC","future-genetic","functional",145.8743606021,13.674842137,10.6673524374668
"826","j10","GCC7","SGC","gauss-mix","apache",917.0372035375,48.7803707,18.799307803077
"827","j10","GCC7","SGC","log-regression","apache",480.44841228215,78.810879489,6.09621939759229
"828","j10","GCC7","SGC","mnemonics","functional",978.2276349334,24.756574264,39.5138529467665
"829","j10","GCC7","SGC","movie-lens","apache",941.38066965265,99.833858988,9.42947291825916
"830","j10","GCC7","SGC","naive-bayes","apache",3052.2778739489,200.110612876,15.2529535044714
"831","j10","GCC7","SGC","neo4j-analytics","database",3847.24162210855,212.922678508,18.0687263990247
"832","j10","GCC7","SGC","page-rank","apache",1632.53399936935,146.655047203,11.1317955331574
"833","j10","GCC7","SGC","par-mnemonics","functional",807.2461259329,23.048957669,35.0231076617671
"834","j10","GCC7","SGC","philosophers","scala",461.79051311875,12.49174581,36.9676520914373
"835","j10","GCC7","SGC","reactors","concurrency",1820.3223654565,90.944450309,20.0157608218163
"836","j10","GCC7","SGC","rx-scrabble","functional",97.96493111805,11.070854745,8.8489040254362
"837","j10","GCC7","SGC","scala-doku","scala",636.45457532805,34.877029658,18.2485315283167
"838","j10","GCC7","SGC","scala-kmeans","scala",153.48845181385,7.810026157,19.6527449112678
"839","j10","GCC7","SGC","scala-stm-bench7","scala",182.3775314708,16.740015178,10.8947052634984
"840","j10","GCC7","SGC","scrabble","functional",118.80804608385,11.654782955,10.1939303839957
"841","j10","GCC8","CGC","akka-uct","concurrency",1206.4160861046,82.241950433,14.6691084021339
"842","j10","GCC8","CGC","chi-square","apache",1111.93603486733,65.378145313,17.0077635201168
"843","j10","GCC8","CGC","db-shootout","database",2325.54459536293,210.702290012,11.0371111544658
"844","j10","GCC8","CGC","dec-tree","apache",478.252368377667,68.146586001,7.01799453857672
"845","j10","GCC8","CGC","dotty","scala",382.255770802933,68.587491492,5.57325778341842
"846","j10","GCC8","CGC","finagle-chirper","web",303.631965254333,61.039123156,4.97438281474538
"847","j10","GCC8","CGC","finagle-http","web",192.020158766333,45.614353905,4.2096432883002
"848","j10","GCC8","CGC","fj-kmeans","concurrency",515.2578799894,36.0212315,14.3042827391784
"849","j10","GCC8","CGC","future-genetic","functional",144.984792738467,13.351830825,10.858794920244
"850","j10","GCC8","CGC","gauss-mix","apache",912.5167187296,52.799137997,17.2827957680189
"851","j10","GCC8","CGC","log-regression","apache",483.967073884467,82.001862836,5.90190340983325
"852","j10","GCC8","CGC","mnemonics","functional",985.2142412004,25.858985535,38.0994931091522
"853","j10","GCC8","CGC","movie-lens","apache",947.8330463066,135.057771799,7.01798225811999
"854","j10","GCC8","CGC","naive-bayes","apache",3089.66582391753,220.607600989,14.0052555309352
"855","j10","GCC8","CGC","neo4j-analytics","database",3853.59077731153,186.772595904,20.632527800236
"856","j10","GCC8","CGC","page-rank","apache",1603.45701265627,153.932993812,10.4165908357151
"857","j10","GCC8","CGC","par-mnemonics","functional",814.387982496333,23.456381874,34.7192498344783
"858","j10","GCC8","CGC","philosophers","scala",455.2757265666,13.133455682,34.6653415209354
"859","j10","GCC8","CGC","reactors","concurrency",1811.85626334413,85.6583196,21.1521341044861
"860","j10","GCC8","CGC","rx-scrabble","functional",97.5770782740667,10.636672097,9.17364730098125
"861","j10","GCC8","CGC","scala-doku","scala",626.5600533606,38.510150312,16.2699976054199
"862","j10","GCC8","CGC","scala-kmeans","scala",151.816124594,7.995889468,18.9867712906208
"863","j10","GCC8","CGC","scala-stm-bench7","scala",177.664810604067,15.516903175,11.449759568669
"864","j10","GCC8","CGC","scrabble","functional",119.766697641667,11.531956742,10.3856353541
"865","j10","GCC8","CPGC","akka-uct",NA,NA,NA,NA
"866","j10","GCC8","CPGC","chi-square",NA,NA,NA,NA
"867","j10","GCC8","CPGC","db-shootout",NA,NA,NA,NA
"868","j10","GCC8","CPGC","dec-tree",NA,NA,NA,NA
"869","j10","GCC8","CPGC","dotty",NA,NA,NA,NA
"870","j10","GCC8","CPGC","finagle-chirper",NA,NA,NA,NA
"871","j10","GCC8","CPGC","finagle-http",NA,NA,NA,NA
"872","j10","GCC8","CPGC","fj-kmeans",NA,NA,NA,NA
"873","j10","GCC8","CPGC","future-genetic",NA,NA,NA,NA
"874","j10","GCC8","CPGC","gauss-mix",NA,NA,NA,NA
"875","j10","GCC8","CPGC","log-regression",NA,NA,NA,NA
"876","j10","GCC8","CPGC","mnemonics",NA,NA,NA,NA
"877","j10","GCC8","CPGC","movie-lens",NA,NA,NA,NA
"878","j10","GCC8","CPGC","naive-bayes",NA,NA,NA,NA
"879","j10","GCC8","CPGC","neo4j-analytics",NA,NA,NA,NA
"880","j10","GCC8","CPGC","page-rank",NA,NA,NA,NA
"881","j10","GCC8","CPGC","par-mnemonics",NA,NA,NA,NA
"882","j10","GCC8","CPGC","philosophers",NA,NA,NA,NA
"883","j10","GCC8","CPGC","reactors",NA,NA,NA,NA
"884","j10","GCC8","CPGC","rx-scrabble",NA,NA,NA,NA
"885","j10","GCC8","CPGC","scala-doku",NA,NA,NA,NA
"886","j10","GCC8","CPGC","scala-kmeans",NA,NA,NA,NA
"887","j10","GCC8","CPGC","scala-stm-bench7",NA,NA,NA,NA
"888","j10","GCC8","CPGC","scrabble",NA,NA,NA,NA
"889","j10","GCC8","G1GC","akka-uct","concurrency",1200.22618611007,93.637647716,12.8177737842189
"890","j10","GCC8","G1GC","chi-square","apache",1112.65649318247,55.844943255,19.9240330158782
"891","j10","GCC8","G1GC","db-shootout","database",2316.24040466947,203.095784863,11.4046699995862
"892","j10","GCC8","G1GC","dec-tree","apache",477.948239469867,67.593335334,7.07093735067479
"893","j10","GCC8","G1GC","dotty","scala",387.246514925733,70.750416418,5.47341675896075
"894","j10","GCC8","G1GC","finagle-chirper","web",304.439058224533,51.1631921,5.95035309035249
"895","j10","GCC8","G1GC","finagle-http","web",190.244607018667,46.130788045,4.12402681768812
"896","j10","GCC8","G1GC","fj-kmeans","concurrency",486.9408538606,32.610411946,14.932066932087
"897","j10","GCC8","G1GC","future-genetic","functional",147.428907494533,14.082059234,10.4692719327993
"898","j10","GCC8","G1GC","gauss-mix","apache",914.614290823467,56.960242067,16.0570646758777
"899","j10","GCC8","G1GC","log-regression","apache",486.302897950467,76.951380954,6.31961235680967
"900","j10","GCC8","G1GC","mnemonics","functional",984.9631559514,27.285290717,36.0986865108871
"901","j10","GCC8","G1GC","movie-lens","apache",949.799155702867,100.708302089,9.43119023954441
"902","j10","GCC8","G1GC","naive-bayes","apache",3072.3120605094,164.304697897,18.6988692340093
"903","j10","GCC8","G1GC","neo4j-analytics","database",3825.6317847062,180.355908703,21.2115689040498
"904","j10","GCC8","G1GC","page-rank","apache",1681.43702919833,137.109964921,12.263419585638
"905","j10","GCC8","G1GC","par-mnemonics","functional",813.066354758067,22.389946453,36.3139034952504
"906","j10","GCC8","G1GC","philosophers","scala",458.521059960133,13.238945768,34.634257741914
"907","j10","GCC8","G1GC","reactors","concurrency",1787.0579263896,87.55634521,20.4103759939205
"908","j10","GCC8","G1GC","rx-scrabble","functional",97.4877393967333,10.951042414,8.90214243642261
"909","j10","GCC8","G1GC","scala-doku","scala",630.385567920267,34.478805256,18.2832776031463
"910","j10","GCC8","G1GC","scala-kmeans","scala",154.473649906733,8.384105942,18.4245822959966
"911","j10","GCC8","G1GC","scala-stm-bench7","scala",178.388874142733,15.568927655,11.4580064918886
"912","j10","GCC8","G1GC","scrabble","functional",118.729088319133,11.552715352,10.2771586334099
"913","j10","GCC8","PGC","akka-uct","concurrency",1185.5479535498,66.553078803,17.8135703843104
"914","j10","GCC8","PGC","chi-square","apache",1105.21735931107,56.539861174,19.547578228213
"915","j10","GCC8","PGC","db-shootout","database",2288.80433027587,203.384226955,11.2535980028691
"916","j10","GCC8","PGC","dec-tree","apache",475.6408660826,59.635017774,7.97586525227754
"917","j10","GCC8","PGC","dotty","scala",382.345938043467,69.153936483,5.5289106808469
"918","j10","GCC8","PGC","finagle-chirper","web",303.969642906467,49.088726256,6.19224954669328
"919","j10","GCC8","PGC","finagle-http","web",191.658231319467,53.52176423,3.58094009188207
"920","j10","GCC8","PGC","fj-kmeans","concurrency",518.779486510733,26.717324017,19.4173445731555
"921","j10","GCC8","PGC","future-genetic","functional",145.078728849933,13.507104454,10.7409200353796
"922","j10","GCC8","PGC","gauss-mix","apache",912.090242290933,56.027871825,16.2792234040193
"923","j10","GCC8","PGC","log-regression","apache",481.880114226333,74.025373013,6.50966141219859
"924","j10","GCC8","PGC","mnemonics","functional",987.4937123714,24.37640933,40.5102203119019
"925","j10","GCC8","PGC","movie-lens","apache",937.3738816152,110.476887232,8.48479627821815
"926","j10","GCC8","PGC","naive-bayes","apache",3054.26232709527,213.974519729,14.2739534172737
"927","j10","GCC8","PGC","neo4j-analytics","database",3914.612339254,274.770153326,14.2468615745522
"928","j10","GCC8","PGC","page-rank","apache",1662.0572723958,181.246410994,9.1701527400221
"929","j10","GCC8","PGC","par-mnemonics","functional",806.113136451667,20.566428556,39.1955819775278
"930","j10","GCC8","PGC","philosophers","scala",452.961769073867,14.88057524,30.4398023442182
"931","j10","GCC8","PGC","reactors","concurrency",1802.7730092552,79.594294971,22.6495254454108
"932","j10","GCC8","PGC","rx-scrabble","functional",97.4966114377333,11.457038752,8.50975662631095
"933","j10","GCC8","PGC","scala-doku","scala",638.614319121,38.52469908,16.5767503542302
"934","j10","GCC8","PGC","scala-kmeans","scala",152.410275017533,7.76623998,19.6247187068682
"935","j10","GCC8","PGC","scala-stm-bench7","scala",177.879637461133,15.493367839,11.4810181562574
"936","j10","GCC8","PGC","scrabble","functional",119.287356523133,11.761686328,10.1420283789712
"937","j10","GCC8","SGC","akka-uct","concurrency",1211.01113043673,96.812375981,12.5088462933128
"938","j10","GCC8","SGC","chi-square","apache",1107.68400235733,61.945886568,17.8814779112313
"939","j10","GCC8","SGC","db-shootout","database",2312.93137399793,194.368437171,11.8997271761931
"940","j10","GCC8","SGC","dec-tree","apache",475.001774159867,73.16619362,6.49209355657973
"941","j10","GCC8","SGC","dotty","scala",383.6314369188,70.258626216,5.46027523708449
"942","j10","GCC8","SGC","finagle-chirper","web",307.252012306133,62.796416915,4.89282712932529
"943","j10","GCC8","SGC","finagle-http","web",191.967122782067,47.177372483,4.06905074781858
"944","j10","GCC8","SGC","fj-kmeans","concurrency",512.793840194267,29.439196133,17.4187446517756
"945","j10","GCC8","SGC","future-genetic","functional",146.289479925933,13.619898353,10.7408642953426
"946","j10","GCC8","SGC","gauss-mix","apache",915.993399723733,43.94701943,20.8431291041877
"947","j10","GCC8","SGC","log-regression","apache",481.861193749733,70.350940857,6.84939231629036
"948","j10","GCC8","SGC","mnemonics","functional",982.338510981933,24.500870836,40.0940243127419
"949","j10","GCC8","SGC","movie-lens","apache",941.326554773133,105.914945629,8.88757058017498
"950","j10","GCC8","SGC","naive-bayes","apache",3068.45078528933,214.499927929,14.30513667261
"951","j10","GCC8","SGC","neo4j-analytics","database",3874.71480521313,202.999062179,19.0873532302159
"952","j10","GCC8","SGC","page-rank","apache",1628.888542745,159.722671985,10.1982299851456
"953","j10","GCC8","SGC","par-mnemonics","functional",806.496173205,20.792491078,38.7878571249374
"954","j10","GCC8","SGC","philosophers","scala",451.6478778132,16.270407227,27.7588551725805
"955","j10","GCC8","SGC","reactors","concurrency",1811.2669110386,89.537119176,20.229229259412
"956","j10","GCC8","SGC","rx-scrabble","functional",98.2483187468,11.149067658,8.81224527113727
"957","j10","GCC8","SGC","scala-doku","scala",642.3906720544,43.812426442,14.662293879222
"958","j10","GCC8","SGC","scala-kmeans","scala",151.902953744,7.774955649,19.5374688424798
"959","j10","GCC8","SGC","scala-stm-bench7","scala",178.968409346733,17.603292541,10.1667576636528
"960","j10","GCC8","SGC","scrabble","functional",118.553064193067,11.285598457,10.5048097045782
"961","j11","GCC5","CGC","akka-uct","concurrency",1231.49210492377,89.408299906,13.7738007122214
"962","j11","GCC5","CGC","chi-square","apache",1124.1622372831,53.390693632,21.0553967519412
"963","j11","GCC5","CGC","db-shootout","database",2566.2733915429,176.601521398,14.5314342211095
"964","j11","GCC5","CGC","dec-tree","apache",502.435398582133,77.434313372,6.48853688633355
"965","j11","GCC5","CGC","dotty","scala",357.2942878812,70.84443354,5.04336431287104
"966","j11","GCC5","CGC","finagle-chirper","web",304.019072888567,50.882413478,5.97493420826068
"967","j11","GCC5","CGC","finagle-http","web",195.634963761533,52.084575067,3.75610175392378
"968","j11","GCC5","CGC","fj-kmeans","concurrency",478.9077877786,36.428916851,13.1463636357185
"969","j11","GCC5","CGC","future-genetic","functional",141.6722146052,13.886931298,10.2018373652935
"970","j11","GCC5","CGC","gauss-mix","apache",884.194590441767,57.40270526,15.4033609816278
"971","j11","GCC5","CGC","log-regression","apache",481.770364952633,74.066687553,6.50454854765703
"972","j11","GCC5","CGC","mnemonics","functional",1012.1612935364,26.672846329,37.9472547118426
"973","j11","GCC5","CGC","movie-lens","apache",987.788216536367,115.519998638,8.55079837415646
"974","j11","GCC5","CGC","naive-bayes","apache",2936.44645980287,150.91508037,19.4576078984522
"975","j11","GCC5","CGC","neo4j-analytics","database",3890.67606559936,200.533567828,19.4016199269762
"976","j11","GCC5","CGC","page-rank","apache",1623.756454574,143.837431896,11.2888309612482
"977","j11","GCC5","CGC","par-mnemonics","functional",832.83238917784,23.33787912,35.6858643793438
"978","j11","GCC5","CGC","philosophers","scala",471.97061228616,13.155471602,35.8763734638299
"979","j11","GCC5","CGC","reactors","concurrency",1852.72149309664,85.534240682,21.6605826897407
"980","j11","GCC5","CGC","rx-scrabble","functional",97.6483939544,10.643632006,9.17434893458867
"981","j11","GCC5","CGC","scala-doku","scala",620.21416506856,33.891908973,18.2997707671956
"982","j11","GCC5","CGC","scala-kmeans","scala",158.208014004,7.644422496,20.6958752066338
"983","j11","GCC5","CGC","scala-stm-bench7","scala",181.31119041272,15.999120177,11.3325725669196
"984","j11","GCC5","CGC","scrabble","functional",121.7574145994,11.859258504,10.2668657200054
"985","j11","GCC5","CPGC","akka-uct",NA,NA,NA,NA
