"","jvm","gcc","gc","benchmark","category","rtINT","rtHS","ratio"
"1377","j11","GCC8","G1GC","future-genetic","functional",142.0821659822,14.635069007,9.7083359097413
"1378","j11","GCC8","G1GC","gauss-mix","apache",916.9463550111,57.109914887,16.0558172223756
"1379","j11","GCC8","G1GC","log-regression","apache",462.769190115067,72.594949756,6.37467470768266
"1380","j11","GCC8","G1GC","mnemonics","functional",998.6368892837,27.638595754,36.131969155458
"1381","j11","GCC8","G1GC","movie-lens","apache",963.333412470833,122.820682922,7.8434135811036
"1382","j11","GCC8","G1GC","naive-bayes","apache",2814.26515708167,183.066555576,15.3729071278305
"1383","j11","GCC8","G1GC","neo4j-analytics","database",3812.30399975032,188.203433291,20.2562935919226
"1384","j11","GCC8","G1GC","page-rank","apache",1690.92091027668,131.188989999,12.8891983259385
"1385","j11","GCC8","G1GC","par-mnemonics","functional",819.18769124512,22.278552757,36.7702381828967
"1386","j11","GCC8","G1GC","philosophers","scala",461.38597966904,13.912580827,33.1632200672382
"1387","j11","GCC8","G1GC","reactors","concurrency",1859.13787713216,87.777979878,21.180002999797
"1388","j11","GCC8","G1GC","rx-scrabble","functional",95.58155126708,11.153646674,8.56953371939671
"1389","j11","GCC8","G1GC","scala-doku","scala",621.97475785568,34.205653004,18.1833908501307
"1390","j11","GCC8","G1GC","scala-kmeans","scala",156.34206571104,8.36545943,18.6889993334221
"1391","j11","GCC8","G1GC","scala-stm-bench7","scala",179.7714872688,15.228998481,11.8045508700448
"1392","j11","GCC8","G1GC","scrabble","functional",119.4903424554,11.97436746,9.97884379734911
"1393","j11","GCC8","PGC","akka-uct","concurrency",1190.85487688253,62.29017097,19.1178617483017
"1394","j11","GCC8","PGC","chi-square","apache",1095.56168179,47.637983785,22.9976500839014
"1395","j11","GCC8","PGC","db-shootout","database",2414.2203697987,180.713161447,13.3594053165118
"1396","j11","GCC8","PGC","dec-tree","apache",484.2430096732,60.954449576,7.94434225953316
"1397","j11","GCC8","PGC","dotty","scala",350.0861335377,69.508860414,5.03656845260533
"1398","j11","GCC8","PGC","finagle-chirper","web",301.323300845533,50.036749418,6.02203988768976
"1399","j11","GCC8","PGC","finagle-http","web",191.6621931643,50.757814441,3.77601351191125
"1400","j11","GCC8","PGC","fj-kmeans","concurrency",472.579578666267,27.669125737,17.0796715139546
"1401","j11","GCC8","PGC","future-genetic","functional",141.005966003333,13.964971112,10.097118345069
"1402","j11","GCC8","PGC","gauss-mix","apache",900.218032272667,58.871737044,15.2911749758607
"1403","j11","GCC8","PGC","log-regression","apache",461.607260564,69.921558528,6.60178734973635
"1404","j11","GCC8","PGC","mnemonics","functional",993.557672122833,24.234450882,40.9977381769682
"1405","j11","GCC8","PGC","movie-lens","apache",971.388238425267,121.53763688,7.99248910347307
"1406","j11","GCC8","PGC","naive-bayes","apache",2836.4416278778,209.369205689,13.5475588138357
"1407","j11","GCC8","PGC","neo4j-analytics","database",3921.75353882608,280.247399568,13.9938980517623
"1408","j11","GCC8","PGC","page-rank","apache",1644.13911676708,194.6325029,8.44740262941499
"1409","j11","GCC8","PGC","par-mnemonics","functional",811.4903038258,20.267752608,40.0384946234982
"1410","j11","GCC8","PGC","philosophers","scala",461.00717151624,13.081101326,35.2422292303433
"1411","j11","GCC8","PGC","reactors","concurrency",1851.35494808424,78.3050834,23.6428449814312
"1412","j11","GCC8","PGC","rx-scrabble","functional",95.99793374552,13.202172385,7.27137405466623
"1413","j11","GCC8","PGC","scala-doku","scala",621.18538801856,34.188950437,18.1691856602389
"1414","j11","GCC8","PGC","scala-kmeans","scala",151.76879234196,7.332455107,20.6982231909027
"1415","j11","GCC8","PGC","scala-stm-bench7","scala",180.28088577312,15.766328602,11.434550828165
"1416","j11","GCC8","PGC","scrabble","functional",118.31261659116,12.147022745,9.74005063420666
"1417","j11","GCC8","SGC","akka-uct","concurrency",1213.54356447837,88.220476168,13.7558038359189
"1418","j11","GCC8","SGC","chi-square","apache",1091.93569826723,53.084811801,20.5696443336861
"1419","j11","GCC8","SGC","db-shootout","database",2414.37588906317,154.268480355,15.6504807949572
"1420","j11","GCC8","SGC","dec-tree","apache",483.5863492858,64.806412074,7.46201392438777
"1421","j11","GCC8","SGC","dotty","scala",350.6428870656,73.445301726,4.77420445999027
"1422","j11","GCC8","SGC","finagle-chirper","web",302.869517377667,57.607735337,5.25744529976587
"1423","j11","GCC8","SGC","finagle-http","web",190.901125704433,47.987284942,3.97816058848019
"1424","j11","GCC8","SGC","fj-kmeans","concurrency",467.512554360533,26.560724586,17.6016491134039
"1425","j11","GCC8","SGC","future-genetic","functional",140.953023500333,13.997858137,10.0696136595182
"1426","j11","GCC8","SGC","gauss-mix","apache",894.083059213567,51.303506436,17.4273284873601
"1427","j11","GCC8","SGC","log-regression","apache",462.799633495467,61.448991163,7.53144396248656
"1428","j11","GCC8","SGC","mnemonics","functional",988.211985206,30.660642815,32.2306349272801
"1429","j11","GCC8","SGC","movie-lens","apache",972.0782016607,95.060239701,10.2259178466018
"1430","j11","GCC8","SGC","naive-bayes","apache",2858.70288204367,208.223143771,13.7290352564632
"1431","j11","GCC8","SGC","neo4j-analytics","database",3875.5496253242,231.380919098,16.7496509238203
"1432","j11","GCC8","SGC","page-rank","apache",1617.7374351372,156.899637665,10.310651185768
"1433","j11","GCC8","SGC","par-mnemonics","functional",811.7514963792,24.771466795,32.7696176854189
"1434","j11","GCC8","SGC","philosophers","scala",464.1672639356,13.672996271,33.9477357219854
"1435","j11","GCC8","SGC","reactors","concurrency",1861.24453878792,92.071915782,20.2151168787974
"1436","j11","GCC8","SGC","rx-scrabble","functional",95.81485743,11.29952299,8.47954887253165
"1437","j11","GCC8","SGC","scala-doku","scala",622.18373409024,35.33238417,17.6094466508865
"1438","j11","GCC8","SGC","scala-kmeans","scala",151.86659313712,7.265001014,20.9038639973299
"1439","j11","GCC8","SGC","scala-stm-bench7","scala",181.46588725048,16.86660824,10.7588843393021
"1440","j11","GCC8","SGC","scrabble","functional",120.00249581032,11.731293544,10.229263751711
"1441","j12","GCC5","CGC","akka-uct","concurrency",1219.00165193287,87.400763856,13.9472654259781
"1442","j12","GCC5","CGC","chi-square","apache",1098.08856952043,55.196142725,19.8942990453403
"1443","j12","GCC5","CGC","db-shootout",NA,NA,NA,NA
"1444","j12","GCC5","CGC","dec-tree","apache",485.665468508867,72.952865594,6.65725005528515
"1445","j12","GCC5","CGC","dotty","scala",358.245888147733,70.955783511,5.04886100076953
"1446","j12","GCC5","CGC","finagle-chirper","web",300.298127362867,50.261601468,5.9747027271715
"1447","j12","GCC5","CGC","finagle-http","web",191.582863169267,48.762714895,3.9288801614471
"1448","j12","GCC5","CGC","fj-kmeans","concurrency",476.0721994039,34.137804383,13.9456010135489
"1449","j12","GCC5","CGC","future-genetic","functional",138.403313866267,13.736891606,10.0753007183819
"1450","j12","GCC5","CGC","gauss-mix","apache",893.8596316715,43.161611406,20.709598241442
"1451","j12","GCC5","CGC","log-regression","apache",463.1454523943,66.442357988,6.97063539614214
"1452","j12","GCC5","CGC","mnemonics","functional",987.7232128184,26.437281335,37.3609979143644
"1453","j12","GCC5","CGC","movie-lens","apache",958.247766556467,135.846524961,7.05389973598198
"1454","j12","GCC5","CGC","naive-bayes","apache",2842.67319501217,223.359764376,12.7268812400198
"1455","j12","GCC5","CGC","neo4j-analytics","database",3856.75040285732,195.047536848,19.7733868634438
"1456","j12","GCC5","CGC","page-rank","apache",1602.40590662644,129.521514549,12.3717354001464
"1457","j12","GCC5","CGC","par-mnemonics","functional",817.68613493008,23.170352985,35.2901889522112
"1458","j12","GCC5","CGC","philosophers","scala",453.16644897616,13.065829344,34.6833283249838
"1459","j12","GCC5","CGC","reactors","concurrency",1850.82481595628,85.796736631,21.5722052916351
"1460","j12","GCC5","CGC","rx-scrabble","functional",95.88015357028,10.533114274,9.10273553254341
"1461","j12","GCC5","CGC","scala-doku","scala",632.86571491208,32.793096841,19.2987480865434
"1462","j12","GCC5","CGC","scala-kmeans","scala",156.46582972332,7.927082023,19.7381368414434
"1463","j12","GCC5","CGC","scala-stm-bench7","scala",178.09111789616,15.965436644,11.1547915579928
"1464","j12","GCC5","CGC","scrabble","functional",120.07692453556,11.757958587,10.2123955997193
"1465","j12","GCC5","CPGC","akka-uct",NA,NA,NA,NA
"1466","j12","GCC5","CPGC","chi-square",NA,NA,NA,NA
"1467","j12","GCC5","CPGC","db-shootout",NA,NA,NA,NA
"1468","j12","GCC5","CPGC","dec-tree",NA,NA,NA,NA
"1469","j12","GCC5","CPGC","dotty",NA,NA,NA,NA
"1470","j12","GCC5","CPGC","finagle-chirper",NA,NA,NA,NA
"1471","j12","GCC5","CPGC","finagle-http",NA,NA,NA,NA
"1472","j12","GCC5","CPGC","fj-kmeans",NA,NA,NA,NA
"1473","j12","GCC5","CPGC","future-genetic",NA,NA,NA,NA
"1474","j12","GCC5","CPGC","gauss-mix",NA,NA,NA,NA
"1475","j12","GCC5","CPGC","log-regression",NA,NA,NA,NA
"1476","j12","GCC5","CPGC","mnemonics",NA,NA,NA,NA
"1477","j12","GCC5","CPGC","movie-lens",NA,NA,NA,NA
"1478","j12","GCC5","CPGC","naive-bayes",NA,NA,NA,NA
"1479","j12","GCC5","CPGC","neo4j-analytics",NA,NA,NA,NA
"1480","j12","GCC5","CPGC","page-rank",NA,NA,NA,NA
"1481","j12","GCC5","CPGC","par-mnemonics",NA,NA,NA,NA
"1482","j12","GCC5","CPGC","philosophers",NA,NA,NA,NA
"1483","j12","GCC5","CPGC","reactors",NA,NA,NA,NA
"1484","j12","GCC5","CPGC","rx-scrabble",NA,NA,NA,NA
"1485","j12","GCC5","CPGC","scala-doku",NA,NA,NA,NA
"1486","j12","GCC5","CPGC","scala-kmeans",NA,NA,NA,NA
"1487","j12","GCC5","CPGC","scala-stm-bench7",NA,NA,NA,NA
"1488","j12","GCC5","CPGC","scrabble",NA,NA,NA,NA
"1489","j12","GCC5","G1GC","akka-uct","concurrency",1201.02153228363,90.636812885,13.2509241449993
"1490","j12","GCC5","G1GC","chi-square","apache",1102.88906623693,66.742463898,16.5245482684373
"1491","j12","GCC5","G1GC","db-shootout",NA,NA,NA,NA
"1492","j12","GCC5","G1GC","dec-tree","apache",482.604376266033,89.935114263,5.36613957986131
"1493","j12","GCC5","G1GC","dotty","scala",359.678953931,70.737303283,5.084713966152
"1494","j12","GCC5","G1GC","finagle-chirper","web",300.829788801667,52.80175561,5.69734444103774
"1495","j12","GCC5","G1GC","finagle-http","web",188.086126125967,54.010874662,3.48237511988113
"1496","j12","GCC5","G1GC","fj-kmeans","concurrency",469.783001733867,34.334229502,13.6826429061558
"1497","j12","GCC5","G1GC","future-genetic","functional",140.850930686033,15.201731386,9.26545319803175
"1498","j12","GCC5","G1GC","gauss-mix","apache",892.635179961733,58.234403634,15.3283132351092
"1499","j12","GCC5","G1GC","log-regression","apache",464.7410982044,64.166857429,7.24269688162041
"1500","j12","GCC5","G1GC","mnemonics","functional",978.3959460256,28.19046675,34.7066245728478
"1501","j12","GCC5","G1GC","movie-lens","apache",963.241944966667,118.961318346,8.09710213672203
"1502","j12","GCC5","G1GC","naive-bayes","apache",2833.6502853844,210.066502665,13.4893010043744
"1503","j12","GCC5","G1GC","neo4j-analytics","database",3861.3782843962,201.129308971,19.1984863078954
"1504","j12","GCC5","G1GC","page-rank","apache",1688.77931616992,142.854383086,11.821683589178
"1505","j12","GCC5","G1GC","par-mnemonics","functional",807.24968409896,23.161740383,34.8527213737123
"1506","j12","GCC5","G1GC","philosophers","scala",454.16254622752,13.838546208,32.8186602408402
"1507","j12","GCC5","G1GC","reactors","concurrency",1847.13588746988,87.85917345,21.0238250024179
"1508","j12","GCC5","G1GC","rx-scrabble","functional",95.41866251712,10.859018338,8.78704313291491
"1509","j12","GCC5","G1GC","scala-doku","scala",637.18618218948,35.169983366,18.1173296432511
"1510","j12","GCC5","G1GC","scala-kmeans","scala",155.65612540248,11.920172626,13.0582106724668
"1511","j12","GCC5","G1GC","scala-stm-bench7","scala",177.30599953724,15.749702031,11.2577367615114
"1512","j12","GCC5","G1GC","scrabble","functional",118.29087639272,11.7551674,10.0628831872458
"1513","j12","GCC5","PGC","akka-uct","concurrency",1169.5892076791,67.452664999,17.3394069410962
"1514","j12","GCC5","PGC","chi-square","apache",1096.67408675963,45.075134267,24.3299128132053
"1515","j12","GCC5","PGC","db-shootout",NA,NA,NA,NA
"1516","j12","GCC5","PGC","dec-tree","apache",480.219438899967,59.409024065,8.08327432503442
"1517","j12","GCC5","PGC","dotty","scala",356.734285590067,69.732570236,5.11574841401586
"1518","j12","GCC5","PGC","finagle-chirper","web",299.7917386797,53.390851714,5.61503945068345
"1519","j12","GCC5","PGC","finagle-http","web",189.138979504067,48.482905429,3.90114779282459
"1520","j12","GCC5","PGC","fj-kmeans","concurrency",474.6644450717,31.017522421,15.3031063741679
"1521","j12","GCC5","PGC","future-genetic","functional",140.654442304133,13.647595183,10.3061704584657
"1522","j12","GCC5","PGC","gauss-mix","apache",887.757024331167,57.614665279,15.4085252432204
"1523","j12","GCC5","PGC","log-regression","apache",463.4879907736,63.678210192,7.27859638919042
"1524","j12","GCC5","PGC","mnemonics","functional",985.670332597433,24.56662295,40.122337311219
"1525","j12","GCC5","PGC","movie-lens","apache",954.826351506833,90.032645025,10.6053348898247
"1526","j12","GCC5","PGC","naive-bayes","apache",2821.06258755883,202.989239306,13.8975967258352
"1527","j12","GCC5","PGC","neo4j-analytics","database",3934.6276667364,279.842968164,14.0601269796086
"1528","j12","GCC5","PGC","page-rank","apache",1644.6598373616,176.945701782,9.29471482380424
"1529","j12","GCC5","PGC","par-mnemonics","functional",810.10159272712,24.74326157,32.7402913490325
"1530","j12","GCC5","PGC","philosophers","scala",456.28055658184,12.732198287,35.8367460431179
"1531","j12","GCC5","PGC","reactors","concurrency",1830.80655180488,81.738504218,22.398336858747
"1532","j12","GCC5","PGC","rx-scrabble","functional",94.7372844818,12.746563791,7.43237832840027
"1533","j12","GCC5","PGC","scala-doku","scala",636.22215625312,33.791210646,18.8280367613414
"1534","j12","GCC5","PGC","scala-kmeans","scala",153.04950920592,7.449934679,20.5437384085177
"1535","j12","GCC5","PGC","scala-stm-bench7","scala",177.55621063844,18.824991686,9.4319409856891
"1536","j12","GCC5","PGC","scrabble","functional",115.52955489112,11.310461008,10.2143984059894
"1537","j12","GCC5","SGC","akka-uct","concurrency",1191.63110764157,95.371447591,12.4946316506788
"1538","j12","GCC5","SGC","chi-square","apache",1093.39791463417,74.821568518,14.6134054162621
"1539","j12","GCC5","SGC","db-shootout",NA,NA,NA,NA
"1540","j12","GCC5","SGC","dec-tree","apache",479.997962454367,63.689791373,7.53649764125075
"1541","j12","GCC5","SGC","dotty","scala",358.171706997433,71.63028238,5.00028333124984
"1542","j12","GCC5","SGC","finagle-chirper","web",301.1381951233,51.62348805,5.83335622016924
"1543","j12","GCC5","SGC","finagle-http","web",190.8238019023,54.472082924,3.50314861593487
"1544","j12","GCC5","SGC","fj-kmeans","concurrency",472.3834528651,31.047540452,15.2148429791214
"1545","j12","GCC5","SGC","future-genetic","functional",140.341379551633,13.60264318,10.3172139189814
"1546","j12","GCC5","SGC","gauss-mix","apache",883.775884919533,51.275109342,17.2359629508508
"1547","j12","GCC5","SGC","log-regression","apache",466.3015689255,66.07897657,7.05673109860485
"1548","j12","GCC5","SGC","mnemonics","functional",982.122556073067,24.891932067,39.4554570303965
"1549","j12","GCC5","SGC","movie-lens","apache",955.849758899167,105.527818378,9.05779891587751
"1550","j12","GCC5","SGC","naive-bayes","apache",2824.1343705309,226.804697693,12.4518336668388
"1551","j12","GCC5","SGC","neo4j-analytics","database",3868.21530823336,223.123568143,17.3366504508131
"1552","j12","GCC5","SGC","page-rank","apache",1609.12739117136,162.509390345,9.90175021735825
"1553","j12","GCC5","SGC","par-mnemonics","functional",808.55911460568,20.365334505,39.702717105244
"1554","j12","GCC5","SGC","philosophers","scala",456.90640332452,14.204953885,32.1652859293686
"1555","j12","GCC5","SGC","reactors","concurrency",1841.99843434748,93.684125645,19.6617988550955
"1556","j12","GCC5","SGC","rx-scrabble","functional",94.96094421976,13.239896105,7.17233303544567
"1557","j12","GCC5","SGC","scala-doku","scala",641.38396308724,40.986265634,15.6487533852116
"1558","j12","GCC5","SGC","scala-kmeans","scala",151.50569369716,7.559254287,20.0424126434947
"1559","j12","GCC5","SGC","scala-stm-bench7","scala",179.57637060556,16.870576339,10.6443530438513
"1560","j12","GCC5","SGC","scrabble","functional",117.39748920388,11.842495647,9.91323895767019
"1561","j12","GCC6","CGC","akka-uct","concurrency",1219.34931049203,85.725345926,14.2239065625306
"1562","j12","GCC6","CGC","chi-square","apache",1138.55791720023,58.62972461,19.4194655488121
"1563","j12","GCC6","CGC","db-shootout",NA,NA,NA,NA
"1564","j12","GCC6","CGC","dec-tree","apache",532.471769636267,66.002045123,8.0675040999709
"1565","j12","GCC6","CGC","dotty","scala",358.594025646,68.86715681,5.20703978872451
"1566","j12","GCC6","CGC","finagle-chirper","web",303.5136158692,52.84865759,5.74307143662682
"1567","j12","GCC6","CGC","finagle-http","web",190.865551593833,46.29857449,4.12249305073223
"1568","j12","GCC6","CGC","fj-kmeans","concurrency",477.958610026767,37.668753079,12.6884638051166
"1569","j12","GCC6","CGC","future-genetic","functional",138.4367982095,13.329822504,10.3854944931156
"1570","j12","GCC6","CGC","gauss-mix","apache",938.7759461328,53.695457139,17.4833402330967
"1571","j12","GCC6","CGC","log-regression","apache",516.3357285991,62.89091621,8.21002077430381
"1572","j12","GCC6","CGC","mnemonics","functional",988.571731852767,25.683612719,38.4903690407016
"1573","j12","GCC6","CGC","movie-lens","apache",1019.61650437233,134.033853001,7.60715656189281
"1574","j12","GCC6","CGC","naive-bayes","apache",3007.0289198785,234.751063112,12.8094368562831
"1575","j12","GCC6","CGC","neo4j-analytics","database",3902.48060229188,217.640717074,17.9308387454219
"1576","j12","GCC6","CGC","page-rank","apache",1641.52353328828,139.373756508,11.7778524050477
"1577","j12","GCC6","CGC","par-mnemonics","functional",813.98882865504,22.21585616,36.63999365105
"1578","j12","GCC6","CGC","philosophers","scala",456.1621282758,13.306919815,34.2800689128373
"1579","j12","GCC6","CGC","reactors","concurrency",1837.36755992316,88.039506425,20.8698075958478
"1580","j12","GCC6","CGC","rx-scrabble","functional",95.72873022056,12.522987839,7.64424045214151
"1581","j12","GCC6","CGC","scala-doku","scala",642.05704741956,38.605610816,16.6311847902031
"1582","j12","GCC6","CGC","scala-kmeans","scala",156.12740271672,8.82148018,17.6985493965844
"1583","j12","GCC6","CGC","scala-stm-bench7","scala",178.42647134504,15.62130045,11.4219985663895
"1584","j12","GCC6","CGC","scrabble","functional",120.25058865404,11.299432715,10.6421792745761
"1585","j12","GCC6","CPGC","akka-uct",NA,NA,NA,NA
"1586","j12","GCC6","CPGC","chi-square",NA,NA,NA,NA
"1587","j12","GCC6","CPGC","db-shootout",NA,NA,NA,NA
"1588","j12","GCC6","CPGC","dec-tree",NA,NA,NA,NA
"1589","j12","GCC6","CPGC","dotty",NA,NA,NA,NA
"1590","j12","GCC6","CPGC","finagle-chirper",NA,NA,NA,NA
"1591","j12","GCC6","CPGC","finagle-http",NA,NA,NA,NA
"1592","j12","GCC6","CPGC","fj-kmeans",NA,NA,NA,NA
"1593","j12","GCC6","CPGC","future-genetic",NA,NA,NA,NA
"1594","j12","GCC6","CPGC","gauss-mix",NA,NA,NA,NA
"1595","j12","GCC6","CPGC","log-regression",NA,NA,NA,NA
"1596","j12","GCC6","CPGC","mnemonics",NA,NA,NA,NA
"1597","j12","GCC6","CPGC","movie-lens",NA,NA,NA,NA
"1598","j12","GCC6","CPGC","naive-bayes",NA,NA,NA,NA
"1599","j12","GCC6","CPGC","neo4j-analytics",NA,NA,NA,NA
"1600","j12","GCC6","CPGC","page-rank",NA,NA,NA,NA
"1601","j12","GCC6","CPGC","par-mnemonics",NA,NA,NA,NA
"1602","j12","GCC6","CPGC","philosophers",NA,NA,NA,NA
"1603","j12","GCC6","CPGC","reactors",NA,NA,NA,NA
"1604","j12","GCC6","CPGC","rx-scrabble",NA,NA,NA,NA
"1605","j12","GCC6","CPGC","scala-doku",NA,NA,NA,NA
"1606","j12","GCC6","CPGC","scala-kmeans",NA,NA,NA,NA
"1607","j12","GCC6","CPGC","scala-stm-bench7",NA,NA,NA,NA
"1608","j12","GCC6","CPGC","scrabble",NA,NA,NA,NA
"1609","j12","GCC6","G1GC","akka-uct","concurrency",1200.34816835607,91.672190701,13.0939182229336
"1610","j12","GCC6","G1GC","chi-square","apache",1143.18144689093,65.545558323,17.4410208126916
"1611","j12","GCC6","G1GC","db-shootout",NA,NA,NA,NA
"1612","j12","GCC6","G1GC","dec-tree","apache",527.769218660467,67.373652337,7.83346605614593
"1613","j12","GCC6","G1GC","dotty","scala",360.993814126267,71.660771458,5.03753736921243
"1614","j12","GCC6","G1GC","finagle-chirper","web",304.1803526581,54.014956523,5.63140974719803
"1615","j12","GCC6","G1GC","finagle-http","web",191.131556854,48.19413106,3.96586788993141
"1616","j12","GCC6","G1GC","fj-kmeans","concurrency",469.342911583933,33.470430952,14.0226133406235
"1617","j12","GCC6","G1GC","future-genetic","functional",141.126208815567,15.030967989,9.38902996259762
"1618","j12","GCC6","G1GC","gauss-mix","apache",939.873442256367,61.808756441,15.2061535674728
"1619","j12","GCC6","G1GC","log-regression","apache",516.244655143633,66.816703818,7.72628138840576
"1620","j12","GCC6","G1GC","mnemonics","functional",976.2711396854,27.451533961,35.5634457831163
"1621","j12","GCC6","G1GC","movie-lens","apache",1026.60008484413,118.850899414,8.63771405942937
"1622","j12","GCC6","G1GC","naive-bayes","apache",2986.98952127103,182.143011072,16.3991442970617
"1623","j12","GCC6","G1GC","neo4j-analytics","database",3896.7624341632,194.098917098,20.0761678242426
"1624","j12","GCC6","G1GC","page-rank","apache",1732.08423206624,137.097878127,12.6339244321618
"1625","j12","GCC6","G1GC","par-mnemonics","functional",806.39901013956,22.416125402,35.9740586599151
"1626","j12","GCC6","G1GC","philosophers","scala",451.97858153212,13.464093543,33.5691801374259
"1627","j12","GCC6","G1GC","reactors","concurrency",1837.75392216628,90.134055362,20.3891183502775
"1628","j12","GCC6","G1GC","rx-scrabble","functional",95.24243394496,11.83642516,8.04655397702527
"1629","j12","GCC6","G1GC","scala-doku","scala",640.18871798552,34.792791094,18.4000391418991
"1630","j12","GCC6","G1GC","scala-kmeans","scala",155.8534587874,9.405698658,16.5701097233047
"1631","j12","GCC6","G1GC","scala-stm-bench7","scala",177.67323188696,15.59123026,11.395715984183
"1632","j12","GCC6","G1GC","scrabble","functional",116.5909054664,11.716380068,9.951103053138
"1633","j12","GCC6","PGC","akka-uct","concurrency",1168.42190915287,63.151687325,18.5018319960284
"1634","j12","GCC6","PGC","chi-square","apache",1136.0982134127,58.447528408,19.4379171259737
"1635","j12","GCC6","PGC","db-shootout",NA,NA,NA,NA
"1636","j12","GCC6","PGC","dec-tree","apache",525.263028976133,74.363920846,7.06341224347085
"1637","j12","GCC6","PGC","dotty","scala",357.109403560167,69.459561415,5.14125624010992
"1638","j12","GCC6","PGC","finagle-chirper","web",299.85726391,49.531849541,6.05382731896157
"1639","j12","GCC6","PGC","finagle-http","web",192.448192365433,45.857016744,4.1967010946174
"1640","j12","GCC6","PGC","fj-kmeans","concurrency",476.2503260315,28.889931021,16.4849935323596
"1641","j12","GCC6","PGC","future-genetic","functional",140.392342751333,13.571752265,10.3444522129533
"1642","j12","GCC6","PGC","gauss-mix","apache",924.1308504488,54.346553126,17.004405933643
"1643","j12","GCC6","PGC","log-regression","apache",517.9874170331,75.559730108,6.85533704650246
"1644","j12","GCC6","PGC","mnemonics","functional",980.280027982967,23.947507196,40.9345331837589
"1645","j12","GCC6","PGC","movie-lens","apache",1014.68597237683,109.368820286,9.27765307994934
"1646","j12","GCC6","PGC","naive-bayes","apache",2995.5526051338,204.40778543,14.6547872373464
"1647","j12","GCC6","PGC","neo4j-analytics","database",3952.33683186652,276.729036639,14.2823350952594
"1648","j12","GCC6","PGC","page-rank","apache",1688.978509773,197.477607469,8.55275963396577
"1649","j12","GCC6","PGC","par-mnemonics","functional",806.59789971268,23.591239212,34.1905693238189
"1650","j12","GCC6","PGC","philosophers","scala",456.95661834412,12.830205766,35.6156889981495
"1651","j12","GCC6","PGC","reactors","concurrency",1828.73433408528,82.932842694,22.0507856077335
"1652","j12","GCC6","PGC","rx-scrabble","functional",94.96982015992,10.862132211,8.74320237639391
"1653","j12","GCC6","PGC","scala-doku","scala",645.1841682058,33.33543993,19.3543018949383
"1654","j12","GCC6","PGC","scala-kmeans","scala",151.51942166472,7.973834754,19.0020769603624
"1655","j12","GCC6","PGC","scala-stm-bench7","scala",178.25540410988,15.76202035,11.3091723111422
"1656","j12","GCC6","PGC","scrabble","functional",117.36261263824,11.496131901,10.2088783991797
"1657","j12","GCC6","SGC","akka-uct","concurrency",1188.61673795207,87.734182377,13.5479320117727
"1658","j12","GCC6","SGC","chi-square","apache",1134.9937385231,54.312422947,20.8974977903429
"1659","j12","GCC6","SGC","db-shootout",NA,NA,NA,NA
"1660","j12","GCC6","SGC","dec-tree","apache",524.5416995583,66.517175065,7.88580842535364
"1661","j12","GCC6","SGC","dotty","scala",360.790882376,70.495227285,5.11794764370905
"1662","j12","GCC6","SGC","finagle-chirper","web",302.738850595633,50.584974876,5.98475834648022
"1663","j12","GCC6","SGC","finagle-http","web",192.616553476,45.945785943,4.19225723366575
"1664","j12","GCC6","SGC","fj-kmeans","concurrency",468.835724602433,29.08257006,16.1208491421213
"1665","j12","GCC6","SGC","future-genetic","functional",141.063638567367,13.696145295,10.2995138799283
"1666","j12","GCC6","SGC","gauss-mix","apache",919.4334092583,54.26310823,16.943987162718
"1667","j12","GCC6","SGC","log-regression","apache",520.214191998533,68.922725046,7.54778908772593
"1668","j12","GCC6","SGC","mnemonics","functional",978.949737064167,26.232589033,37.3180754607435
"1669","j12","GCC6","SGC","movie-lens","apache",1014.3986472929,111.390076771,9.10672365706633
"1670","j12","GCC6","SGC","naive-bayes","apache",3000.03543569103,221.055769803,13.5713962063266
"1671","j12","GCC6","SGC","neo4j-analytics","database",3913.82968278708,223.463540086,17.5143993569637
"1672","j12","GCC6","SGC","page-rank","apache",1654.07138868892,157.837996176,10.479551367622
"1673","j12","GCC6","SGC","par-mnemonics","functional",812.0956395856,21.553145339,37.6787529992724
"1674","j12","GCC6","SGC","philosophers","scala",460.0506136788,15.093849262,30.4793433201307
"1675","j12","GCC6","SGC","reactors","concurrency",1838.54537048272,90.44074478,20.3287287710317
"1676","j12","GCC6","SGC","rx-scrabble","functional",95.45725195428,11.144023714,8.56577968641247
"1677","j12","GCC6","SGC","scala-doku","scala",641.47626766916,33.87025292,18.9392228391178
"1678","j12","GCC6","SGC","scala-kmeans","scala",151.42788954164,7.500733591,20.1884106007092
"1679","j12","GCC6","SGC","scala-stm-bench7","scala",180.3606245348,16.920628075,10.6592157061404
"1680","j12","GCC6","SGC","scrabble","functional",118.03067639584,12.984672474,9.09000027780293
"1681","j12","GCC7","CGC","akka-uct","concurrency",1217.72865714123,86.053213159,14.1508795829767
"1682","j12","GCC7","CGC","chi-square","apache",1096.1100609469,70.356149002,15.5794493657653
"1683","j12","GCC7","CGC","db-shootout",NA,NA,NA,NA
"1684","j12","GCC7","CGC","dec-tree","apache",484.868878415033,67.929368587,7.13783873604009
"1685","j12","GCC7","CGC","dotty","scala",357.9986472399,68.721992999,5.20937521769937
"1686","j12","GCC7","CGC","finagle-chirper","web",297.6419773489,53.670494626,5.54572823341768
"1687","j12","GCC7","CGC","finagle-http","web",190.177218561833,46.903036835,4.05468880897535
